ID,Timestamp,Contact Method(s),Type progress note here:,Staff Person(s),Primary Issue Area,What organization are you referring this client to?,Ref person,Date of Interaction (mm/dd/yy),Any of the below outcomes achieved?,Date of Outcome (mm/dd/yy),"Based on client's Contact Info and Method, Issue Area, and Staff",Was this client referred to us FROM somewhere else?,IA: Reason for Coming to CSC,IA: Background Information,IA: Strengths,IA: Needs,Short Term Goals,Short Term Goal Timeline,Long Term Goals,Long Term Goal Timeline,ISP: What will you do?,ISP: What will the client do?,Internal Notes,CAPnote,CAPatt,Gross Income,Legal Rent,Type of Subsidy,Effective Rent,Income Period,Internal Notes (previous) + Contracts,cm-actID,dummy1,dummy2,dummy3,dummy4
1372,9/19/2011 10:56,Person,x,Brandon,C,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1373,8/25/2011 17:57,Person,"""The client is currently homeless and came in with a number of issues.

She is staying with friends/fam for the time being, while she tries to work through getting her Section-8 voucher transfer from Los Angles.

We will assist her in monitoring the status of the voucher after it is transferred over to NYC and provide her with tips in seeking housing with her voucher after the transfer is complete.""",Brandon,ED,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1373,9/28/2011 13:18,Phone,"BK's client
USettlemnt - Job search
Has sec 8 voucher, need apt, I referred to Sec 8 site thru our website.",Daniel,"R, AH, ED",US,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1374,9/19/2011 14:05,Person,Client has been approached by his (aggressive) LL regarding his apartment.  We are helping provide general tenants rights info for the client... so he knows what he should when making a decision to stay or accept a buy-out.,Brandon,CN,,,,,,NEW,,Client has been approached by his (aggressive) LL regarding his apartment.  We are helping provide general tenants rights info for the client... so he knows what he should when making a decision to stay or accept a buy-out.,,,,Help the client understand his rights as he has an aggressive LL.,,Help the client understand his rights as he has an aggressive LL.  Also help the client become connect with the organizing going on in the buildings.,,Look over the clients lease and provide general counseling.  Also encourage the the client to attend upcoming TA meetings.,,,TRUE,TRUE,,,,,,,1,,,,
1374,9/25/2011 0:00,,Client procured a copy of his orig lease and we will meet to continue his consultation.,,CN,,,10/3/2011 17:45,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1374,1/5/2012 0:00,,Client came in to seek additional advice regarding buy-outs... and also info regarding the organizing efforts in his building.  I will work to connect to other active tenants in his building.,Brandon,CN,,,1/9/2012 15:44,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1374,2/28/2012 15:56,,"This client is 1/4 long-term, rent stabilized tenants left in the building. He was encouraged to organize the rest of the rent stabilized tenants to collectively file a HP Action case in Housing Court for the needed repairs and services in the common areas. He was also updated on the status of the other buildings fighting his aggressive landlord (buildings 118 & 120). Lastly, he was given fliers to pass out to new tenants to determine if they are being over charged for rent stabilize apartments.","Brandon, Diana",CR,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1375,8/24/2011 17:55,Person,"""I will be working with Richard to first formally notify his landlord of a set of repairs that needs to be addressed.

We are also dealing with a more serious problem in that Richard's superintendent has now entered his apt with out his permission to make repairs and damaged some of Richard's personal property... and left Richard unnerved and fearing for his safety.  """,Brandon,CR,,,8/24/2011 0:00,,,NEW,,,,,,,,,,I will be helping Richard draft a letter to his LL and also calling the property management to resolve the more serious concerns.  If need be we will take these issue into housing court.,,,TRUE,TRUE,,,,,,,1,,,,
1375,8/30/2011 14:59,,Appointment with Richard on 8/29/11.  We discussed revisions to letter he intends to send to his LL addressing illegal entry.  We also discussed the first issue he came to us for help with... repairs to his apt.  We scheduled a follow-up appointment for 8/31.,,CR,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1375,9/6/2011 12:26,,Client came in to discuss edits to a letter to his LL.  I spoke at length with him about the issues in his building and the gave him additional advice for next-steps.,,CR,,,9/2/2011 0:00,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1375,9/13/2011 15:51,,Additional work on the letter... client added items regarding repairs needed to be made.,,CR,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1375,9/13/2011 16:14,,Additional work on the letter... client added items regarding repairs needed to be made.,,CR,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1375,8/13/2012 17:07,,Client called in with concerns about his LL removing his Direct TV satellite.  We gave him calming guidance on how to propose a fair solution for this potential dilemma.,,CN,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1375,9/11/2012 12:44,,Client had additional questions about roommates.,,CN,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1376,9/6/2011 17:06,Person,Client had a lease renewal and wants to be sure the LL wasn't trying anything... ask us to look it over.,Brandon,CN,,,,,,NEW,,"Client is a long-term tenant of 120 E 4th and of the East Village.  She is motivated to investigate the new LL, Meadow Partners.",,,,Review her renewal lease and give him tips to investigate the LL.  Plus ask her to spread the word to any tenants being approached by the LL.,,Secure her lease and get her involved in organizing his building.,,I will stay in touch with the client and provide advice about the all that's happening in the building.  We are helping his neighboring building organize and I will attempt to connect the tenants of 120 to the tenants of 118... as they are both owned by Meadow Partners.,,,TRUE,TRUE,,,,,,,1,,,,
1377,9/6/2011 13:50,Phone,"""During Hurricane Irene, client says the management removed her window planters without notifying her. She says when she spoke with them, that they said they did not have to notify her. We told her that she could withhold rent, or take them to Small Claims Court, but she would probably lose the case. The best thing would be for her to negotiate with the landlord for some of the cost of the planters.
She also wanted to know how, when the cooperative plan takes effect, she would get a policy instated so that this doesn't happen again. I advised her to read her Coop plan first, which she hadn't done with regard to this issue. If she is unable to find an answer, she may be able to speak with my boss about it.""","Brandon, Daniel","CN, OP",,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1378,8/30/2011 14:29,Person,Client has a hoarding case.  They live outside the catchment area so I gave them some basic advice and referred them to Met Council for additional assistance.  They are taking this serious... therefore I believe they should be fine.,Brandon,"EP, R",MC,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1379,10/11/2011 11:32,Person,Client had questions regarding repairs and construction.,Brandon,CR,,,,,,NEW,Neighborhood,,,,,,,,,,,Discussed spatial deconcentration. A bit nutty.,FALSE,FALSE,,,,,,,1,,,,
1379,10/24/2012 16:19,Person,"[DW entering as placeholder] LL not fixing running toilet. Violations/HPD placed already, still not fixing. Tenant asked if should get plumber? No , cuz then if breaks something, he's liable. Needs to continue thru to court.",Christian,CR,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1384,12/22/2011 0:00,"Person, Email","We emailed Karen Met Council's list of tenant attys, and a link to the NYState Bar Assoc. to find a lawyer through them.","Brandon, Daniel",CN,,,12/5/2011 0:00,,,NEW,Ted,"""12/2/11
An older woman came in, wanting to know if the LL can evict her for not being on a valid lease; what her rights are.
(Of course he does, but I didn't want to give her incomplete info.)
Last lease expired 8/31/11, not in her name, but in Richard, who hasn't lived there since 2009.  Karen moved in 5 years ago (2006).  She pays cash to owner.  He gives her a receipt """"For Apt 4R"""", w/ no name on it.  She withdraws exact amount from bank, keeps withdrawal receipt with owner receipt, per month.

Minor problem: owner won't allow her to have people over, even during the day --- she can live with that.
Karen thinks they'll try to sell the place, saw property on website.
They are trying to evict Rent Control neighbor for having an """"untraditional family""""
He doesn't seem to want to evict her.""",,,,To understand her rights vis a vis her situation.,,To stay in her apt as she ages.,,"We will give her lawyers she can use, since this is a very complicated situation, and she makes too much money for free legal aid.",,MTF?,TRUE,TRUE,,,,,,,1,,,,
1430,12/6/2011 18:28,Person,Client is slated to have a meeting with the LL's attorney and then will check back in with an update.,Brandon,HC,,,,,,NEW,Neighbor,"Client has a rent stabilized apartment and has spent many months of the last year out of state tending to a family emergency (dealing with the estate of a deceased parent).  Client is smart and on-point, but intimated by housing court.  She is getting some cooperation from the LL... who seems to be sympathetic of her situation.",,,,Help client through the court case.,,Help the client keep her apartment and understand her right more fully.,,Give client housing court advice and help her as necessary as she progresses through her case.,,,TRUE,TRUE,,,,,,,1,,,,
1430,12/19/2011 16:52,,"Client went to court with our advice in mind.  She was asked to signed what seemed to be a compromising stipulation and asked for an adjournment to seek additional legal advice.
We will meet with the client and advise... and possibly refer her to Legal Aid or a private attorney if need be.",,,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1430,1/4/2012 0:00,,"Meet with client.  She received an adjournment for her first court appearance.  She brought with her a copy of the stipulation she was asked to enter into, but wasn't comfortable doing.  We looked over the stip and I suggested a number of areas that she might ask to be a adjusted.  She is now going to negotiate these areas with the LL's attorney.",Brandon,HC,,,1/5/2012 12:42,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1430,1/4/2012 0:00,,Again reviewed HC Stip and provided advice.  Client will be back in touch after reaching out to LL.,Brandon,HC,,,1/9/2012 15:25,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1430,1/11/2012 0:00,,Client emailed to discuss final point of her negotiation with he LL regarding the Housing Court stip she will be entering into.,Brandon,HC,,,1/18/2012 14:21,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1430,2/29/2012 0:00,,With our assistance the client brokered a stipulation in housing court.  The stip is something she can live by... something that does not completely compromise her rights.  With our help she has preserved her tenancy.,Brandon,HC,,,3/19/2012 13:41,Conflict resolved with landlord or other tenant,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1430,5/30/2012 0:00,,"Client emailed to inquire about how her housing court stipulation will be effected by her building being sold.  Lots of questions regarding the making rent payments, etc...",,HC,,,5/30/2012 14:12,Legal issues related to housing resolved,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1439,11/9/2011 15:38,Person,"David and his mother came in seeking assistance in applying for SSI. I gave them the address and phone of Grand St Settlement's Single Stop office. I also gave them CTA's sheet on applying for SS, as well as CTA's sheet on other Single Stop offices throughout the City. But I recommended they simply do what the SS sheet says and go to an SS office with the required documents, as that would most likely be what a person at a Single Stop office would have them do.",Daniel,"R, EE","Grand, CTA",Single Stop,,,,NEW,Met Council,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1440,11/9/2011 0:00,"Person, Phone, Email","Tenant leader for 120 E 4th St TA, now part of Meadow Partners.",Brandon,EP,,,12/22/2011 12:51,,,NEW,neighbors,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1440,2/24/2012 14:51,Person,N/A,Brandon,CR,,,,,,NEW,,Client is clearly a capable community minded individual.  She is helping several other organize a number of building that have been purchased by and aggressive LL.  She is assisting particularly with a senior neighbor who is being approached repeated by the LL regarding a buy-out.,,,,Assist the client in organizing and with her effort to assist her neighbor.,,Stave off any additional turnover in the building.,,Help on two fronts: With building organizing and with the senior tenant who seems to be being harassed.,,,TRUE,TRUE,,,,,,,1,,,,
1441,11/3/2011 13:17,Phone,"Someone called who is facing eviction on 11/9. Court will stay eviction temporarily if she can get a tentative lease, and FEGS will give her a voucher that will pay up to $1,050/mo for 5 years, if she gets a tentative lease. Her income right now is only welfare.  

Mailed her CSC HEA, and directed to Community Access form; CA says they may have something available for her and her daughter and granddaughter; she is to go to a library, download CA form, and fax to CA today. CA could interview her next week if receives app + welfare budget (+ voucher, but she doesn't have it, but Joanne didn't seem fazed).",Daniel,"AH, R",CA,,,,,NEW,"Rose Guardino, told Judy to talk w Christian; didn't want her name mentioned",,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1442,9/23/2011 0:00,Person,x,Brandon,HC,,,12/22/2011 12:29,,,NEW,Javier Bone-Carbone (bf),,,,,,,,,,,aka Kiko,FALSE,FALSE,,,,,,,1,,,,
1443,11/22/2011 0:00,Person,"Mr. Luciano expressed his concerns about being unemployed and not being able to pay most of his bills. He asked if there were any positions that we could help him reach out to. He had also stated that he had gone to five interviews already and had not heard anything back from any of those companies. Mr. Luciano seems to be depressed as well and wishes to be able to do something to help his situation. We referred him to Education Reform Now, an organization which is hiring at the moment. We have a contact in this organization who is willing to help Mr. Luciano.",Angee,R,Education Reform Now,Ms. Vernice Reyes,11/28/2011 11:21,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1444,10/6/2011 0:00,Person,"Is unemployed and wants help getting money to start paying arrears. He needs social service assistance (such as with welfare), and this is something we do not provide, so we referred to University Settlement.",Daniel,R,US-ph,,10/11/2011 15:15,,,NEW,Bonnie Oshuns,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1445,11/21/2011 11:37,Person,Client is applying for SSD and needs assistance as he and wife are functionally illiterate in both English and Spanish.,Daniel,R,Grand,Single Stop,,,,NEW,CV,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1446,11/14/2011 13:04,Phone,"Client is an informal sublessee. She asked what her rights were if the primary tenant permanently left. We told her she'd have none, unless she fulfilled the criteria for family member to claim Succession Rights, or if the primary left only temporarily and signed a legal sublease agreement with the landlord.",Daniel,CN,,,,Legal issues related to housing resolved,,NEW,Another client,,,,,,,,,,,"Wouldn't provide last name, ""I am highly paranoid.""",FALSE,FALSE,,,,,,,2,,,,
1447,11/22/2011 0:00,Person,Tenant is in the Hospital b/c of a high-risk pregnancy. Her daughters are all under the age of 18 and are suffering from severe asthma. The windows in the apartment do not keep the cold/dust out and her daughters are constantly coughing and in need of medication. Her stove is old and would like to get a new one.,Angee,WA,,,11/9/2011 0:00,,,NEW,MHA,"In hospital, pregnant.",,,,RATS,,RATS,,RATS,,,TRUE,FALSE,,,,,,,1,,,,
1448,12/19/2011 17:58,Person,Nothing new as of yet.,Brandon,CN,,,,,,NEW,,"Long term community member... he is elderly, but on top of things.  He lives in a building that was recently purchased by a Predatory Equity LL.  He has recently started having problems with his rent-account.  The new LL seems to creating weird discrepancies in his rent account to harass the client.",,,,Help client understand his rights and sort through what the LL says he owes.,,Curb harassment and prevent the tenant from being forced out.,,Work with the client on an on-going basis to get his case straitened out.  We may write a letter advocate for him and document the continual rent mix-ups.,,,FALSE,FALSE,,,,,,,1,,,,
1448,3/7/2012 0:34,,Daniel told makes too much for SCRIE.,Daniel,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1449,10/18/2011 14:20,Phone,"Wanted to know how to apply for MHA housing. I told her they're only taking homeless, and referred her to our website.",Daniel,AH,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1450,12/19/2011 17:11,Person,Client is to check-back within the next month regarding the status of things.  We asked that he write the LL and address the harassment.,Brandon,"CR, CN",,,,,,NEW,,"Client had a what seems to be a case of Tenant Harassment and potentially a non-payment case looming.  Both he and his wife are on permanent disability and the LL seems to be nosing around to see if he can bring a case in housing court for on primary residence, etc... he has verbally mention such to the client.",,,,Help client understand his rights as a tenant and also help connect client to any possible entitlements to potentially increase income.,,Prevent eviction.,,"Advise and refer client as needed.  We can help with all the housing issues, but he may need additional entitlement assistance that would be beyond our capacity.",,Kenneth / Stefanie,TRUE,TRUE,,,,,,,1,,,,
1451,11/22/2011 0:00,Person,Tenant has asked her daughter to assist her in getting help with repairs in the apartment.,Angee,CR,,,11/9/2011 0:00,,,NEW,,Tenant's daughter has reported mice issues in the building as well as in her mother's apartment. Their windows are not properly working and there is a constant cold in the apartment. Tenant is disabled and requires additional help communicating with MHA o,,,,To get mice problem in apartment solved by the end of this month.,,,,x,,,TRUE,FALSE,,,,,,,1,,,,
1451,12/21/2011 0:00,,Apartment still is infested with mice and Tenant's daughter has provided her mother with different tools to rid of them.,,,,,12/21/2011 12:22,"WA - Qualified for improvements (indiv apartment), WA - Qualified for improvements (whole building)",,NARR,,Tenant is deaf/mute and have very little contact with MHA. It is difficult for tenant to put in complaint orders when something goes wrong in the apartment. She is very pro-active and is willing to do what it takes to get her situation solved.,,,,To rid apartment of mice before Christmas,,To provide tenant with new energy efficient appliances as well as continue to work with tenant in keeping mice from infesting the apartment.,,x,,,TRUE,TRUE,,,,,,,,,,,
1452,12/19/2011 16:46,Person,"After deliberation the client expressed interest in getting a consultation from an attorney to examine his overcharge case.  Now, we are waiting to hear back from him.",Brandon,CN,,,,,,NEW,,"Client is a new-comer to the neighborhood, but seem motivated to be involved with the community.  He is most likely being overcharged... and now a new LL is attempting to increase his rent additionally.",,,,Help client determine his rent stabilized status.   This will in turn help us determine whether or not he will he can fight the increase recently levied against him.,,"Prevent eviction via exorbitant rent increase.  Also get this client involved in the organizing of his building, as he seemed smart and motivated.",,We asked the client to get a rent history for his unit and then reviewed it with him.  An overcharge seem apparent.  We laid out the different options the client has to pursue his overcharge.,,,TRUE,TRUE,,,,,,,1,,,,
1453,11/21/2011 13:14,Phone,"Nonpayment case
~~~~~~~~~~~~~
From Jenny:
An MHA tenant called here for help with back rent. She thinks she’s getting a one shot deal, but her EVR appointment was in Sept. and she hasn’t heard from them yet (which I assume means that her case was closed). She’s elderly, eastern European and probably needs help navigating HRA. Do you guys help MHA tenants or does someone in the MHA office help them?
I asked for her permission to call you about her. She just got the nonpayment petition on Saturday and says she’s going today to get a date for the case. She says her first language is serbo-croatian. I suggested she ask for an interpreter, but don’t know if she understood what I said.",Daniel,EP,,,,,,NEW,HCA,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1453,12/6/2011 18:16,Person,Waiting for client to return from HRA with response.,Brandon,HC,,,,,,NEW,,"Client is longtime resident of the LES.  She is a senior in and has a limited income.  She is sharp, seems frazzled non-payment case which has been levied against her.  Her daughter is involved and providing support.",,,,Prevent eviction.,,"Asses if client is in need of additional support (senior services, etc...) to provide a sustainable housing.",,"Work with client, HRA, and LL to broker a ""one shot deal.""",,,TRUE,TRUE,,,,,,,1,,,,
1453,12/6/2011 18:18,,"Client was approved for a ""one shot deal.""  We contacted the LL to notify them... and called HRA to get a reassurance that everything is all set.  Things look perfectly on track with all.",,,,,,Eviction prevented,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1453,12/20/2011 0:00,Person,"Svetlana, daughter is visiting from Germany. She came to help her mom declutter. She came wanting to get the facts on the law and the situation regarding her mother's cluttering. The management has requested access to inspect, and Maria has denied them. We counsled Svetlana that the mgmt would eventually take Maria to court to get access, at which point University settlement or APS would get involved. Svetlana may contact the mgmt sooner to push that along, as it is difficult for her to help her mother unclutter. We also told her the mgmt would give Maria even 6 months if requested to do so by Svetlana; all that's necessary is good communication between Svetlana and the mgmt --- the mgmt is used to bad communication; Maria's son died years ago and Svetlana didn't find out until 2 mos. later because of faulty contact information that Maria provided them.
Svetlana also wanted to get Maria a social worker, but that would only be possible upon court-ordered evaluation. Svet was pleased with the structure we applied to the facts.","Christian, Daniel",CN,,,12/21/2011 12:49,Eviction prevented,,NEW,,,,,,,,,,,,,TRUE,TRUE,,,,,,,1,,,,
1453,2/13/2012 14:28,Person,"Maria had a ? about mail from Public Power, an ESCO she'd signed up for. All it was was them notifying her of additional discounts she could take advantage of, on pharmacy medications and so on. Daniel said that to her briefly and she was satisfied.",Daniel,EE,,,,,,NEW,,,,,,,,,,,,,TRUE,TRUE,,,,,,,1,,,,
1454,12/1/2011 17:10,Person,"To be evicted on 12/2 from village view, domestic violence victim. Filled out HEA, submitted to MHA today.",Daniel,AH,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1454,2/7/2012 0:00,,"Inquired about status of HEA. Currently doubled-up at family friend's, ""no where to go."" DW said he would follow up with MHA on 2/8.",,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1455,11/14/2011 13:16,Phone,"Client is being accused of illegally subletting. He lives outside of our service area, so we referred to University Settlement.",Daniel,R,US-ph,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,2,,,,
1456,11/15/2011 0:00,Person,Client has been contacted regarding a number of items and we're awaiting his response.,Brandon,CR,,,11/21/2011 18:52,,,NEW,,"Client is relatively new to the community, but seems motivated to address the housing concerns that he is now facing.  He lives in a building that has come under attack by a new aggressive landlord who is trying to evict all the lower rent paying tenants.",,,,Inform the client of rights.  Help him understand why he has a right to stay in his apt... if the case lends itself to prove what we suspect so far.,,Help the client keep his apt and become part of the larger organizing effort in the building.,,We've reviewed the clients rent history and are now working with him to do a further investigation and potentially get him an attorney.,,,TRUE,TRUE,,,,,,,1,,,,
1456,1/23/2012 0:00,,Continued providing support for tenant as he works through his overcharge case.  He is emailing regularly for assistance as the LL continues to pursue him.,Brandon,CN,,,3/7/2012 17:06,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1456,2/17/2012 0:00,,Client hired an attorney and is challenging the legality of his rent.  He will also fight to restore Rent Stabilization to the apt as well.,Brandon,CN,,,3/26/2012 11:28,Legal issues related to housing resolved,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1457,10/24/2011 11:56,Person,"Rosa's kids' father
disabled, needs place
gave her L + A",Daniel,AH,,,,,,NEW,Rosa Diaz,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1458,10/31/2011 18:52,Person,Client has scheduled and appointment.  We will meet an a discuss the severity of his repairs and I will show him how to track the DOB in his building... as his LL has been know to do illegal renovations.,Brandon,CR,,,,,,NEW,,Client has a number of repair issues and an aggressive LL he is dealing with.  He is motivated and has expressed interest in helping organize his building.  He is young professional and seems like a conscience and engaged person.,,,,Help client get repairs.,,Help client organize his building.,,Meet with client to advise him of his rights.  Help him first pursue his LL for repairs and then work additionally with him to address the organizing work.,,,TRUE,TRUE,,,,,,,1,,,,
1459,10/5/2011 0:00,"Person, Email","John attempted to get letter from SCRIE requesting current lease, but they would not do that. He has requested current lease.",Steve,ED,,,12/22/2011 12:43,,,NEW,Gov agency,"John is a senior citizen, and has lived in his current apt since at least 2002. He told his LL he'd qualify for SCRIE, which she perceived as that he would enroll. Thus, she has been accepting lower rent from him, anticipating SCRIE to pay her. She found out he is not enrolled, and she politely requested documentation of his enrollment, which he perceived as harassment.",,,,To get into SCRIE.,,To keep his apt affordably.,,"I will get tenant to contact SCRIE and enroll, even without a current lease. Also, to constructively communicate with the LL.",,,TRUE,TRUE,17500,563,SCRIE,,yr,,1,,,,
1460,10/24/2011 17:29,Person,N/A,Brandon,C,,,,,,NEW,,Client is a motivated intelligent person.  She is the pres of her buildings TA and has dealt with the LL many times in the past.  She is being approached by  her LL again her about a partition she constructed in her unit.,,,,Help the client understand the case being brought against her.,,Help the client fend of the eviction... and provide her with info on how to address harassment which seems to be occurring in the building.,,Advise client as needed.,,,FALSE,FALSE,,,,,,,1,,,,
1461,11/10/2011 0:00,Person,"Lives on 5th floor, wants to move eventually before can't go up and down stairs anymore. Printed listings [Manh only]: HUD bldgs, NYHousingSearch under $200, DHCR: bldgs w specific elderly apts.",Daniel,AH,,,11/18/2011 16:53,,,NEW,Ukrainian Self-Reliance,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1462,11/16/2011 0:00,Person,New info is pending her next court date 11/22/11.  Will file enter after I hear back from the client.,Brandon,HC,,,11/21/2011 18:42,,,NEW,HCA,"Client is a Sect 8 recipient.  She seems motivated and able, but overwhelmed by a the accumulation of the multiple layers of her case.  She is a long term tenant and long standing community member of the LES.  She has a son who lives with her who seems to be somewhat supportive.",,,,Help the client sort through her case and understand which parts of it she must prioritize... and be prepared to face in court.  She has a court date on 11/22/11.  We will know more after it.,,Help client keep her apartment.  Prevent eviction.  The pending housing court case should be concluded sometime within the next 2-3 months (by Feb 2012) depending on a number of considerations.,,"Provide support through counseling.  As the client learns more about what she is facing on court, help her prepare a defense... and help her contact the agencies if necessary.",,,TRUE,TRUE,,,,,,,1,,,,
1462,10/3/2012 15:33,,"Came in with son. Nonpayment case because Sec 8 stopped paying b/c failed inspection, b/c LL needs to do repairs. LL is Community Access.  Conflict of interest, we can not work with them. Also has mental health issues and out of our league and that of Project Home.","Brandon, Daniel",HC,MFY Mental Health,,,,,CONT,,,,,,,,,,,,"Community Access said she is severly mentally ill, starves self, other suicidial tendencies. BK conjectures that they tried to repair but she won't let them in to fix things. Or that they realize she needs supportve housing, and won't work with her any lo",FALSE,FALSE,,,,,,,,,,,
1463,12/13/2011 0:00,Person,Resubmission of NYCHA application. Was applying as far back as 4/29/2008.,Christian,"AH, ED",,,12/21/2011 16:37,,,NEW,Greta Granizo,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1463,6/28/2012 17:43,,"Ms.  Rondon, needed help to completed a NYCHA updated application, still in they waiting list,done, and mail it to then.",,ED,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1464,10/18/2011 16:03,Person,Client intended to mail in completed renewal based on our conversation.,Brandon,CN,,,,Conflict resolved with landlord or other tenant,,NEW,,"Client has lived for 20+ years in the building.  He seems on-point and sensible.  He has not experienced many problems with the new landlord, but many others in his building have.",,,,Answer question about his lease.,,Assist in him in his lease renewal.,,Answer basis question for client.  Provide additional assistance as needed.,,,TRUE,TRUE,,,,,,,1,,,,
1465,9/27/2011 0:00,Person,Client came in for appointment and informed us that he was able to procure a Legal Aid attorney for his case.  We are waiting to hear back from him to see if there is a way for us to further support his case.,Brandon,HC,,,10/3/2011 17:28,,,NEW,,"Client appearsunstable.  He has a housing court matter, but it is not easy to discern what is actually happening.  I will attempt to work with him, but also may need to refer him elsewhere.",,,,Give him advice on his housing court matter -or- refer him to an agency that can help him.,,Prevent eviction.,,"I will meet again with Martin again.  I will attempt to discern his problem and give him advice on how to proceed.  If I think he needs it, I will refer him to Legal Aid or elsewhere.",,,TRUE,TRUE,,,,,,,1,,,,
1466,11/18/2011 17:02,Person,"I gave her the SCRIE form, and took her info to look into job assistance.",Daniel,"ED, R",,,,,,NEW,Mother was ED in 80s,"Susan lives with her husband and 2 children (16, 23), and is supporting them all with SS, and a part-time seasonal Macy's job.  She came seeking a SCRIE form.  She has been unemployed, and remarked that she wants help finding a new job, which is hard at her age of 58.  She has applied for some jobs, and she stays active, even when she could easily do nothing. I gave her a SCRIE form, and asked her to fill it out ASAP, although she recently renewed for a 2-year lease. I told her I would get back to her by 11/23 with a referral to job assistance.",,,,"To get help finding a new job, to file for SCRIE.",,"To be able to comfortably support her family with a job, and keep rent from rising.",,"Susan will complete the SCRIE form and mail to SCRIE asap.
I will confirm where she can find job assistance that would be adequate for her, and give her the information the week of 11/21-11/23.",,,TRUE,TRUE,2200,2000,None,2000,mo,,1,,,,
1466,11/21/2011 12:33,,Emailed her with info to contact Henry St Settlement.,,,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
1467,12/16/2011 12:04,Unspecified,"Client being sexually harassed by Landlord. (2122283030, x111: Shugi Yagi) Thinks people going through her things. On Social Security and afraid to go to court. Referred to MC because of our not taking new clients at this time.",Joyce?,R,MC,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
1468,10/26/2011 0:00,Person,"Regina has lived with and taken care of an elderly NYCHA tenant for 12 years. Regina is not on the lease/family composition. Elderly tenant's brother is harassing her to get her out. GOLES specializes in NYCHA issues, so we referred to them.",Daniel,R,GOLES,Wasim,10/27/2011 14:28,,,NEW,Legal Aid Society,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
1469,10/31/2011 12:17,Person,"Ed's brother was a hoarder, passed away. LL wants them to vacate within the month, but he needs more time to clear it out. He was on the lease decades ago; grew up there, but hasn't lived there in 20 yrs. Due to our moratorium on new clients, I referred him to University settlement.",Daniel,R,US-ph,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
